ticker,strategy,position,entry_date,exit_date,entry_spot,exit_spot,call_strike,put_strike,entry_premium,exit_premium,vol,pnl,entry_cashflow,exit_cashflow,capital_required,cum_pnl,series_id,initial_balance,equity,return_pct,prev_equity,trade_return_pct,equity_before_entry,capital_used_pct,free_cash_after_entry
SPY,buy_and_hold,long,2022-02-01,2022-02-01,452.95001220703125,452.95001220703125,,,0.0,0.0,,0.0,-100000.0,100000.0,100000.0,0.0,SPY|long|buy_and_hold,100000.0,100000.0,0.0,100000.0,0.0,100000.0,1.0,0.0
SPY,buy_and_hold,long,2022-02-02,2022-02-02,452.95001220703125,457.3500061035156,,,0.0,0.0,,971.4082741813181,0.0,100971.40827418132,0.0,971.4082741813181,SPY|long|buy_and_hold,100000.0,100971.40827418132,0.00971408274181318,100000.0,0.009714082741813181,100000.0,0.0,100000.0
SPY,buy_and_hold,long,2022-02-03,2022-02-03,457.3500061035156,446.6000061035156,,,0.0,0.0,,-2373.330325706338,0.0,98598.07794847498,0.0,-1401.92205152502,SPY|long|buy_and_hold,100000.0,98598.07794847498,-0.014019220515250175,100971.40827418132,-0.0235049739948334,100971.40827418132,0.0,100971.40827418132
SPY,buy_and_hold,long,2022-02-04,2022-02-04,446.6000061035156,448.70001220703125,,,0.0,0.0,,463.6286669434485,0.0,99061.70661541843,0.0,-938.2933845815714,SPY|long|buy_and_hold,100000.0,99061.70661541843,-0.009382933845815677,98598.07794847498,0.004702207959730512,98598.07794847498,0.0,98598.07794847498
SPY,buy_and_hold,long,2022-02-07,2022-02-07,448.70001220703125,447.260009765625,,,0.0,0.0,,-317.9164151888981,0.0,98743.79020022953,0.0,-1256.2097997704695,SPY|long|buy_and_hold,100000.0,98743.79020022953,-0.012562097997704691,99061.70661541843,-0.0032092765817484524,99061.70661541843,0.0,99061.70661541843
SPY,buy_and_hold,long,2022-02-08,2022-02-08,447.260009765625,450.94000244140625,,,0.0,0.0,,812.4500665868691,0.0,99556.2402668164,0.0,-443.7597331836005,SPY|long|buy_and_hold,100000.0,99556.2402668164,-0.0044375973318360185,98743.79020022953,0.008227859847585438,98743.79020022953,0.0,98743.79020022953
SPY,buy_and_hold,long,2022-02-09,2022-02-09,450.94000244140625,457.5400085449219,,,0.0,0.0,,1457.1157800298242,0.0,101013.35604684622,0.0,1013.3560468462238,SPY|long|buy_and_hold,100000.0,101013.35604684622,0.010133560468462255,99556.2402668164,0.014636106949445568,99556.2402668164,0.0,99556.2402668164
SPY,buy_and_hold,long,2022-02-10,2022-02-10,457.5400085449219,449.32000732421875,,,0.0,0.0,,-1814.7700627384038,0.0,99198.58598410782,0.0,-801.41401589218,SPY|long|buy_and_hold,100000.0,99198.58598410782,-0.008014140158921768,101013.35604684622,-0.017965644680657686,101013.35604684622,0.0,101013.35604684622
SPY,buy_and_hold,long,2022-02-11,2022-02-11,449.32000732421875,440.4599914550781,,,0.0,0.0,,-1956.0692417182145,0.0,97242.5167423896,0.0,-2757.4832576103945,SPY|long|buy_and_hold,100000.0,97242.5167423896,-0.027574832576103936,99198.58598410782,-0.019718721011119936,99198.58598410782,0.0,99198.58598410782
SPY,buy_and_hold,long,2022-02-14,2022-02-14,440.4599914550781,439.0199890136719,,,0.0,0.0,,-317.91641518888355,0.0,96924.60032720072,0.0,-3075.399672799278,SPY|long|buy_and_hold,100000.0,96924.60032720072,-0.030753996727992727,97242.5167423896,-0.0032693149646783933,97242.5167423896,0.0,97242.5167423896
SPY,buy_and_hold,long,2022-02-15,2022-02-15,439.0199890136719,446.1000061035156,,,0.0,0.0,,1563.090164264664,0.0,98487.69049146539,0.0,-1512.309508534614,SPY|long|buy_and_hold,100000.0,98487.69049146539,-0.01512309508534615,96924.60032720072,0.016126867265770933,96924.60032720072,0.0,96924.60032720072
SPY,buy_and_hold,long,2022-02-16,2022-02-16,446.1000061035156,446.6000061035156,,,0.0,0.0,,110.38745700959407,0.0,98598.07794847498,0.0,-1401.92205152502,SPY|long|buy_and_hold,100000.0,98598.07794847498,-0.014019220515250175,98487.69049146539,0.0011208249118112876,98487.69049146539,0.0,98487.69049146539
SPY,buy_and_hold,long,2022-02-17,2022-02-17,446.6000061035156,437.05999755859375,,,0.0,0.0,,-2106.19456624749,0.0,96491.88338222749,0.0,-3508.11661777251,SPY|long|buy_and_hold,100000.0,96491.88338222749,-0.035081166177725054,98598.07794847498,-0.021361416064805416,98598.07794847498,0.0,98598.07794847498
SPY,buy_and_hold,long,2022-02-18,2022-02-18,437.05999755859375,434.2300109863281,,,0.0,0.0,,-624.790042167413,0.0,95867.09334006008,0.0,-4132.906659939923,SPY|long|buy_and_hold,100000.0,95867.09334006008,-0.04132906659939928,96491.88338222749,-0.006475052825867952,96491.88338222749,0.0,96491.88338222749
SPY,buy_and_hold,long,2022-02-22,2022-02-22,434.2300109863281,429.57000732421875,,,0.0,0.0,,-1028.811907831332,0.0,94838.28143222874,0.0,-5161.718567771255,SPY|long|buy_and_hold,100000.0,94838.28143222874,-0.05161718567771256,95867.09334006008,-0.010731648076383488,95867.09334006008,0.0,95867.09334006008
SPY,buy_and_hold,long,2022-02-23,2022-02-23,429.57000732421875,421.95001220703125,,,0.0,0.0,,-1682.3037668237375,0.0,93155.97766540501,0.0,-6844.022334594993,SPY|long|buy_and_hold,100000.0,93155.97766540501,-0.0684402233459499,94838.28143222874,-0.01773865723226869,94838.28143222874,0.0,94838.28143222874
SPY,buy_and_hold,long,2022-02-24,2022-02-24,421.95001220703125,428.29998779296875,,,0.0,0.0,,1401.9153140093258,0.0,94557.89297941433,0.0,-5442.107020585667,SPY|long|buy_and_hold,100000.0,94557.89297941433,-0.054421070205856625,93155.97766540501,0.015049118147250682,93155.97766540501,0.0,93155.97766540501
SPY,buy_and_hold,long,2022-02-25,2022-02-25,428.29998779296875,437.75,,,0.0,0.0,,2086.3256324876565,0.0,96644.21861190199,0.0,-3355.78138809801,SPY|long|buy_and_hold,100000.0,96644.21861190199,-0.033557813880980114,94557.89297941433,0.022064002980077598,94557.89297941433,0.0,94557.89297941433
SPY,buy_and_hold,long,2022-02-28,2022-02-28,437.75,436.6300048828125,,,0.0,0.0,,-247.26682569898549,0.0,96396.951786203,0.0,-3603.0482137969957,SPY|long|buy_and_hold,100000.0,96396.951786203,-0.03603048213797,96644.21861190199,-0.0025585268239577234,96644.21861190199,0.0,96644.21861190199
SPY,buy_and_hold,long,2022-03-01,2022-03-01,436.6300048828125,429.9800109863281,,,0.0,0.0,,-1468.1518307244987,0.0,94928.7999554785,0.0,-5071.200044521494,SPY|long|buy_and_hold,100000.0,94928.7999554785,-0.050712000445214955,96396.951786203,-0.015230272363598023,96396.951786203,0.0,96396.951786203
SPY,buy_and_hold,long,2022-03-02,2022-03-02,429.9800109863281,437.8900146484375,,,0.0,0.0,,1746.3303783937008,0.0,96675.1303338722,0.0,-3324.8696661277936,SPY|long|buy_and_hold,100000.0,96675.1303338722,-0.03324869666127794,94928.7999554785,0.018396212521518525,94928.7999554785,0.0,94928.7999554785
SPY,buy_and_hold,long,2022-03-03,2022-03-03,437.8900146484375,435.7099914550781,,,0.0,0.0,,-481.2944330737664,0.0,96193.83590079844,0.0,-3806.16409920156,SPY|long|buy_and_hold,100000.0,96193.83590079844,-0.03806164099201559,96675.1303338722,-0.0049784720373439685,96675.1303338722,0.0,96675.1303338722
SPY,buy_and_hold,long,2022-03-04,2022-03-04,435.7099914550781,432.1700134277344,,,0.0,0.0,,-781.5383446166525,0.0,95412.29755618179,0.0,-4587.7024438182125,SPY|long|buy_and_hold,100000.0,95412.29755618179,-0.04587702443818209,96193.83590079844,-0.008124619808514835,96193.83590079844,0.0,96193.83590079844
SPY,buy_and_hold,long,2022-03-07,2022-03-07,432.1700134277344,419.42999267578125,,,0.0,0.0,,-2812.676986115199,0.0,92599.62057006659,0.0,-7400.379429933411,SPY|long|buy_and_hold,100000.0,92599.62057006659,-0.07400379429933412,95412.29755618179,-0.029479187255280224,95412.29755618179,0.0,95412.29755618179
